spn\alliance\alderaan\broonmark\motorcade_speeder.spn_p,art\static\area\hth_hoth\vehicle\hth_veh_neu_speeder_02.gr2
spn\exp\seasons\02\ep_06\placeables\service_hall_lights.spn_p,dyn\exp\seasons\02\ep_06\service_hall_lights.dyn
spn\exp\seasons\02\ep_06\placeables\shake_wait_master.spn_p,dyn\exp\seasons\02\ep_01\shake_wait_06a_defense.dyn
spn\exp\seasons\02\ep_06\placeables\slave_collar_control_node_01.spn_p,dyn\exp\seasons\02\ep_06\slave_collar_control_node.dyn
spn\exp\seasons\02\ep_06\placeables\slave_collar_control_node_02.spn_p,dyn\exp\seasons\02\ep_06\slave_collar_control_node.dyn
spn\exp\seasons\02\ep_06\placeables\slave_collar_control_node_03.spn_p,dyn\exp\seasons\02\ep_06\slave_collar_control_node.dyn
spn\exp\seasons\02\ep_06\placeables\slave_collar_control_node_04.spn_p,dyn\exp\seasons\02\ep_06\slave_collar_control_node.dyn
spn\exp\seasons\02\ep_06\placeables\slave_collar_control_node_05.spn_p,dyn\exp\seasons\02\ep_06\slave_collar_control_node.dyn
spn\exp\seasons\02\ep_06\placeables\slave_collar_control_node_06.spn_p,dyn\exp\seasons\02\ep_06\slave_collar_control_node.dyn
spn\exp\seasons\02\ep_07\alarm_light.spn_p,dyn\exp\seasons\02\ep_07\alarm_light.dyn
spn\exp\seasons\02\ep_07\asylum_door_1.spn_p,dyn\exp\seasons\02\ep_07\asylum_door.dyn
spn\exp\seasons\02\ep_07\asylum_door_2.spn_p,dyn\exp\seasons\02\ep_07\asylum_large_door.dyn
spn\exp\seasons\02\ep_07\asylum_door_3.spn_p,dyn\exp\seasons\02\ep_07\asylum_door.dyn
spn\exp\seasons\02\ep_07\asylum_escape_wonka_door.spn_p,dyn\exp\seasons\02\ep_07\asylum_large_door.dyn
spn\exp\seasons\02\ep_07\blue_labyrinth_lights.spn_p,dyn\exp\seasons\02\ep_07\blue_labyrinth_lights.dyn
spn\exp\seasons\02\ep_07\book_1.spn_p,dyn\exp\seasons\02\ep_07\book_1.dyn
spn\exp\seasons\02\ep_07\book_2.spn_p,dyn\exp\seasons\02\ep_07\book_2.dyn
spn\exp\seasons\02\ep_07\book_3.spn_p,dyn\exp\seasons\02\ep_07\book_3.dyn
spn\exp\seasons\02\ep_07\cine_ch7_sc9_vaylin_lab_01.spn_p,dyn\exp\seasons\02\ep_07\cine_ch7_sc9_vaylin_lab_01.dyn
spn\exp\seasons\02\ep_07\cine_collapsed_hall.spn_p,dyn\exp\seasons\02\ep_07\cine_collapsed_hall.dyn
spn\exp\seasons\02\ep_07\cine_deconditioning_machine_lighting.spn_p,dyn\exp\seasons\02\ep_07\cine_deconditioning_room_lighting.dyn
spn\exp\seasons\02\ep_07\cine_dramath_vault_01.spn_p,dyn\exp\seasons\02\ep_07\cine_dramath_vault_01.dyn
spn\exp\seasons\02\ep_07\cine_dramath_vault_02.spn_p,dyn\exp\seasons\02\ep_07\cine_dramath_vault_02.dyn
spn\exp\seasons\02\ep_07\cine_dramath_vault_02a.spn_p,dyn\exp\seasons\02\ep_07\cine_dramath_vault_02.dyn
spn\exp\seasons\02\ep_07\cine_dramath_vault_03.spn_p,dyn\exp\seasons\02\ep_07\cine_dramath_vault_03.dyn
spn\exp\seasons\02\ep_07\cine_elevator_door.spn_p,dyn\exp\seasons\02\ep_07\cine_elevator_door.dyn
spn\exp\seasons\02\ep_07\cine_mkii_flyby_01.spn_p,dyn\exp\seasons\02\ep_07\cine_mkii_flyby_01.dyn
spn\exp\seasons\02\ep_07\cine_mkii_takeoff.spn_p,dyn\exp\seasons\02\ep_07\cine_mkii_takeoff.dyn
spn\exp\seasons\02\ep_07\cine_vaylin_beast_room.spn_p,dyn\exp\seasons\02\ep_07\cine_vaylin_beast_room.dyn
spn\exp\seasons\02\ep_07\cine_vaylin_bridge_01.spn_p,dyn\exp\seasons\02\ep_07\cine_vaylin_bridge_01.dyn
spn\exp\seasons\02\ep_07\cine_vaylin_machine_destruction.spn_p,dyn\exp\seasons\02\ep_07\cine_vaylin_machine_destruction.dyn
spn\exp\seasons\02\ep_07\cine_vaylin_machine_godrays.spn_p,dyn\exp\seasons\02\ep_07\cine_vaylin_machine_godrays.dyn
spn\exp\seasons\02\ep_07\cine_vaylin_shuttle_ext_01.spn_p,dyn\exp\seasons\02\ep_07\cine_vaylin_shuttle_ext_01.dyn
spn\exp\seasons\02\ep_07\death_fog_cylinder.spn_p,dyn\exp\seasons\02\ep_07\death_fog_cylinder.dyn
spn\exp\seasons\02\ep_07\death_fog_state_machine.spn_p,dyn\exp\seasons\02\ep_07\death_fog_state_machine.dyn
spn\exp\seasons\02\ep_07\door_panel_1.spn_p,dyn\exp\seasons\02\ep_07\door_panel.dyn
spn\exp\seasons\02\ep_07\door_panel_2.spn_p,dyn\exp\seasons\02\ep_07\door_panel_2.dyn
spn\exp\seasons\02\ep_07\door_panel_3.spn_p,dyn\exp\seasons\02\ep_07\door_panel_2.dyn
spn\exp\seasons\02\ep_07\green_labyrinth_lights.spn_p,dyn\exp\seasons\02\ep_07\green_labyrinth_lights.dyn
spn\exp\seasons\02\ep_07\green_labyrinth_light_no_light.spn_p,dyn\exp\seasons\02\ep_07\green_labyrinth_lights_no_light.dyn
spn\exp\seasons\02\ep_07\guardian_gargoyle_noshell_hanging.spn_p,dyn\exp\seasons\02\ep_07\guardian_gargoyle.dyn
spn\exp\seasons\02\ep_07\guardian_gargoyle_noshell_perched.spn_p,dyn\exp\seasons\02\ep_07\guardian_gargoyle.dyn
spn\exp\seasons\02\ep_07\guardian_gargoyle_shell_perched_1.spn_p,dyn\exp\seasons\02\ep_07\guardian_gargoyle.dyn
spn\exp\seasons\02\ep_07\guardian_gargoyle_shell_perched_2.spn_p,dyn\exp\seasons\02\ep_07\guardian_gargoyle.dyn
spn\exp\seasons\02\ep_07\holojournal.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02\ep_07\jarak_cabinet_1.spn_p,dyn\exp\seasons\02\ep_07\jarak_cabinet_1.dyn
spn\exp\seasons\02\ep_07\jarak_cabinet_2.spn_p,dyn\exp\seasons\02\ep_07\jarak_cabinet_2.dyn
spn\exp\seasons\02\ep_07\jarak_cabinet_3.spn_p,dyn\exp\seasons\02\ep_07\jarak_cabinet_3.dyn
spn\exp\seasons\02\ep_07\labyrinth_damage_1.spn_p,dyn\exp\seasons\02\ep_07\labyrinth_damage_1.dyn
spn\exp\seasons\02\ep_07\labyrinth_damage_2.spn_p,dyn\exp\seasons\02\ep_07\labyrinth_damage_2.dyn
spn\exp\seasons\02\ep_07\labyrinth_damage_3.spn_p,dyn\exp\seasons\02\ep_07\labyrinth_damage_3.dyn
spn\exp\seasons\02\ep_07\labyrinth_damage_4.spn_p,dyn\exp\seasons\02\ep_07\labyrinth_damage_4.dyn
spn\exp\seasons\02\ep_07\pipe_steam_1.spn_p,dyn\exp\seasons\02\ep_07\pipe_steam_1.dyn
spn\exp\seasons\02\ep_07\placeables\generic_boolean_marker.spn_p,dyn\location\flashpoint\generic\logic\simple_boolean.dyn
spn\exp\seasons\02\ep_07\placeables\shake_wait_escape.spn_p,dyn\exp\seasons\02\ep_01\shake_wait_06a_defense.dyn
spn\exp\seasons\02\ep_07\stone_door.spn_p,dyn\exp\seasons\02\ep_07\stone_door.dyn
spn\exp\seasons\02\ep_07\teleport_target.spn_p,art\static\designblockout\DesignUtility\dbo_utility_flag_white.gr2
spn\exp\seasons\02\ep_07\vault_door.spn_p,dyn\exp\seasons\02\ep_07\vault_door.dyn
spn\exp\seasons\02\ep_07\vault_exterior_lights.spn_p,dyn\exp\seasons\02\ep_07\vault_exterior_lights.dyn
spn\exp\seasons\02\ep_07\vault_generator.spn_p,dyn\exp\seasons\02\ep_07\vault_generator.dyn
spn\exp\seasons\02\ep_07\vault_shadow_puddle.spn_p,dyn\exp\seasons\02\ep_07\vault_shadow_puddle.dyn
spn\exp\seasons\02\ep_07\window.spn_p,dyn\exp\seasons\02\ep_07\window.dyn
spn\exp\seasons\02\ep_07\wonka_asylum_entrance.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\exp\seasons\02\ep_07\wonka_asylum_escape.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\exp\seasons\02\ep_07\wonka_asylum_to_labyrinth.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\exp\seasons\02\ep_07\yellow_labyrinth_lights.spn_p,dyn\exp\seasons\02\ep_07\yellow_labyrinth_lights.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_dogfights_01_only.spn_p,dyn\exp\seasons\02\ep_01\ambient_dogfights.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_dogfights_02_only.spn_p,dyn\exp\seasons\02\ep_01\ambient_dogfights.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_dogfights_03_only.spn_p,dyn\exp\seasons\02\ep_01\ambient_dogfights.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_dogfights_randomized.spn_p,dyn\exp\seasons\02\ep_01\ambient_dogfights.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_dogfights_randomized_150m_up.spn_p,dyn\exp\seasons\02\ep_01\ambient_dogfights_150m_up.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_exhaustion_gravestone_crash.spn_p,art\static\designblockout\DesignUtility\dbo_utility_star_red.gr2
spn\exp\seasons\02\ep_08\ambient\ambient_exhaustion_gravestone_ground.spn_p,art\static\designblockout\DesignUtility\dbo_utility_star_red.gr2
spn\exp\seasons\02\ep_08\ambient\ambient_exhaustion_gravestone_strip.spn_p,art\static\designblockout\DesignUtility\dbo_utility_star_red.gr2
spn\exp\seasons\02\ep_08\ambient\ambient_exhaustion_post_gravestone_ground.spn_p,art\static\designblockout\DesignUtility\dbo_utility_star_red.gr2
spn\exp\seasons\02\ep_08\ambient\ambient_exhaustion_pre_vette_torian_ground.spn_p,art\static\designblockout\DesignUtility\dbo_utility_star_red.gr2
spn\exp\seasons\02\ep_08\ambient\ambient_exhaustion_torian_local_ground.spn_p,art\static\designblockout\DesignUtility\dbo_utility_star_red.gr2
spn\exp\seasons\02\ep_08\ambient\ambient_exhaustion_vette_local_ground.spn_p,art\static\designblockout\DesignUtility\dbo_utility_star_red.gr2
spn\exp\seasons\02\ep_08\ambient\ambient_imp_shuttle_dropoff.spn_p,dyn\exp\seasons\02\ep_01\shuttle_dropoff_imp.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_rock_pass_explode.spn_p,dyn\exp\seasons\02\ep_01\approach_rock_pass.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_thrasher_drop.spn_p,dyn\exp\seasons\02\ep_08\ambient_thrasher_drop.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_zak_dropship_crash.spn_p,dyn\exp\seasons\02\ep_08\ambient_dropship_crash.dyn
spn\exp\seasons\02\ep_08\ambient\ambient_zak_dropship_crash_valley.spn_p,dyn\exp\seasons\02\ep_08\ambient_dropship_crash_valley.dyn
spn\exp\seasons\02\ep_08\boss_group_01\weld_left.spn_p,art\static\designblockout\DesignUtility\dbo_utility_flag_blue.gr2
spn\exp\seasons\02\ep_08\boss_group_01\weld_right.spn_p,art\static\designblockout\DesignUtility\dbo_utility_flag_blue.gr2
spn\exp\seasons\02\ep_08\cinematics\cine_alliance_landingpad_crates.spn_p,dyn\exp\seasons\02\ep_08\cine_alliance_landingpad_crates.dyn
spn\exp\seasons\02\ep_08\cinematics\cine_drydock_scaffolding.spn_p,dyn\exp\seasons\02\ep_08\cine_drydock_scaffolding.dyn
spn\exp\seasons\02\ep_08\cinematics\cine_mk2_landed_01.spn_p,dyn\exp\seasons\02\ep_08\cine_mk2_landed_01.dyn
spn\exp\seasons\02\ep_08\conversation\scene02_hidden_flag.spn_p,art\static\area\tyt_tython\env\tyt_env_fallen_log.gr2
spn\exp\seasons\02\ep_08\conversation\scene03_hidden_flag.spn_p,art\static\area\all_all\item\corpse\corpse_sm_tight_med_a04_c01_bms.gr2
spn\exp\seasons\02\ep_08\conversation\scene05a_transmitter.spn_p,art\static\area\all_all\item\tech\all_item_tech_bomb_chair_remote.gr2
spn\exp\seasons\02\ep_08\conversation\scene05b_body.spn_p,dyn\exp\seasons\02\ep_08\enemy_knight_body.dyn
spn\exp\seasons\02\ep_08\conversation\scene06_vette_gate.spn_p,dyn\exp\seasons\02\ep_08\story_choice_gate.dyn
spn\exp\seasons\02\ep_08\conversation\scene07_torian_gate.spn_p,dyn\exp\seasons\02\ep_08\story_choice_gate.dyn
spn\exp\seasons\02\ep_08\doors\stone_gateway.spn_p,dyn\exp\seasons\02\ep_08\stone_gateway.dyn
spn\exp\seasons\02\ep_08\elevator\active_elevator_lift.spn_p,art\static\area\all_all\item\imperial\all_item_imp_scaffold_platform_d.gr2
spn\exp\seasons\02\ep_08\elevator\elev_odessen_base_platform.spn_p,art\static\area\all_all\item\tech\all_item_tech_controlpanel_elevator.gr2
spn\exp\seasons\02\ep_08\elevator\elev_player_landing_hangar.spn_p,dyn\exp\seasons\01\ep_09\teleport_hangar_door.dyn
spn\exp\seasons\02\ep_08\elevator\odessen_aftermath.spn_p,dyn\exp\seasons\02\ep_08\aftermath_damage.dyn
spn\exp\seasons\02\ep_08\elevator\odessen_aftermath_off.spn_p,dyn\exp\seasons\02\ep_08\aftermath_damage.dyn
spn\exp\seasons\02\ep_08\elevator\odessen_cracks.spn_p,dyn\exp\seasons\02\ep_08\odessen_cracks.dyn
spn\exp\seasons\02\ep_08\elevator\odessen_new_elevator.spn_p,dyn\exp\seasons\02\ep_08\new_construction_odessen_assault.dyn
spn\exp\seasons\02\ep_08\elevator\odessen_new_stoneway_gate.spn_p,dyn\exp\seasons\02\ep_08\odessen_stoneway_gate.dyn
spn\exp\seasons\02\ep_08\gravestone_scaffold.spn_p,dyn\exp\seasons\02\ep_08\gravestone_scaffold.dyn
spn\exp\seasons\02\ep_08\laser_grid.spn_p,dyn\exp\macrobinoculars\roth\imperial\dromund_kaas\shroud_of_ruin\security_camera_laser_fence.dyn
spn\exp\seasons\02\ep_08\quest_target\communication_array.spn_p,dyn\exp\seasons\02\ep_08\communication_array.dyn
spn\exp\seasons\02\ep_08\quest_target\zak_monster_closet.spn_p,dyn\exp\seasons\02\ep_08\zak_troop_transport_door_open.dyn
spn\exp\seasons\02\ep_09\ambient\all_floating_npc_controller.spn_p,art\static\area\ori_oricon\item\ori_item_temple_fortress_med_lamp.gr2
spn\exp\seasons\02\ep_09\ambient\zak_body_01.spn_p,art\static\area\all_all\item\corpse\corpse_zak_knight_01.gr2
spn\exp\seasons\02\ep_09\ambient\zak_body_02.spn_p,art\static\area\all_all\item\corpse\corpse_zak_knight_02.gr2
spn\exp\seasons\02\ep_09\ambient\zak_body_03.spn_p,art\static\area\all_all\item\corpse\corpse_zak_knight_03.gr2
spn\exp\seasons\02\ep_09\ambient\zak_body_04.spn_p,art\static\area\all_all\item\corpse\corpse_zak_knight_04.gr2
spn\exp\seasons\02\ep_09\ambient\zak_body_05.spn_p,art\static\area\all_all\item\corpse\corpse_zak_knight_05.gr2
spn\exp\seasons\02\ep_09\ambient\zak_walker_down.spn_p,art\static\area\zak_zakuul\item\zak_item_destroyed_walker_01.gr2
spn\exp\seasons\02\ep_09\cine\cine_timestop_zak.spn_p,dyn\exp\seasons\02\ep_09\cine\cine_timestop_zak.dyn
spn\exp\seasons\02\ep_09\cine\corpse_koth.spn_p,dyn\exp\seasons\02\ep_09\cine\corpse_koth.dyn
spn\exp\seasons\02\ep_09\cine\corpse_lana.spn_p,dyn\exp\seasons\02\ep_09\cine\corpse_lana.dyn
spn\exp\seasons\02\ep_09\cine\corpse_lana_02.spn_p,dyn\exp\seasons\02\ep_09\cine\corpse_lana_02.dyn
spn\exp\seasons\02\ep_09\cine\corpse_theron.spn_p,dyn\exp\seasons\02\ep_09\cine\corpse_theron.dyn
spn\exp\seasons\02\ep_09\cine\corpse_vaylin.spn_p,dyn\exp\seasons\02\ep_09\cine\corpse_vaylin.dyn
spn\exp\seasons\02\ep_09\cine\garden_izaxx_active_battle.spn_p,dyn\exp\seasons\02\ep_09\cine\garden_izaxx_active_battle.dyn
spn\exp\seasons\02\ep_09\cine\skyscene_spacebattle.spn_p,dyn\exp\seasons\02\ep_09\cine\skyscene_spacebattle.dyn
spn\exp\seasons\02\ep_09\cine\throne_room_flickering_light.spn_p,dyn\exp\seasons\02\ep_09\cine\throne_room_flickering_light.dyn
spn\exp\seasons\02\ep_09\cine\throne_room_skytrooper_corpses.spn_p,dyn\exp\seasons\02\ep_09\cine\throne_room_skytrooper_corpses.dyn
spn\exp\seasons\02\ep_09\cine\zak_destroyed_explosions.spn_p,dyn\exp\seasons\02\ep_09\cine\zak_destroyed_explosions.dyn
spn\exp\seasons\02\ep_09\clickables\bomb_alarm.spn_p,dyn\exp\seasons\01\ep_10\zakuul_alarm.dyn
spn\exp\seasons\02\ep_09\objects\ambush_bush.spn_p,dyn\exp\seasons\02\ep_09\objects\ambush_bush.dyn
spn\exp\seasons\02\ep_09\objects\ancient_holocron.spn_p,dyn\exp\seasons\02\ep_09\objects\ancient_holocron.dyn
spn\exp\seasons\02\ep_09\objects\cortext_of_memory_after.spn_p,dyn\exp\seasons\02\ep_09\objects\cortex_of_memory_after.dyn
spn\exp\seasons\02\ep_09\objects\cortext_of_memory_before.spn_p,dyn\exp\seasons\02\ep_09\objects\cortex_of_memory_before.dyn
spn\exp\seasons\02\ep_09\objects\crashed_pod.spn_p,dyn\exp\seasons\02\ep_09\objects\escape_pod_lights.dyn
spn\exp\seasons\02\ep_09\objects\crashed_pod_hatch.spn_p,dyn\exp\seasons\02\ep_09\objects\escape_pod_hatch.dyn
spn\exp\seasons\02\ep_09\objects\elevator_tower_ground.spn_p,dyn\generic\wonkavator\wonkavator_green_interactive.dyn
spn\exp\seasons\02\ep_09\objects\elevator_tower_upper.spn_p,dyn\generic\wonkavator\wonkavator_green_interactive.dyn
spn\exp\seasons\02\ep_09\objects\forcefield_boss_door.spn_p,dyn\exp\seasons\02\ep_09\objects\forcefield_boss_02.dyn
spn\exp\seasons\02\ep_09\objects\forcefield_door_panel.spn_p,dyn\generic\destruction\dest_electric_access_panel.dyn
spn\exp\seasons\02\ep_09\objects\forcefield_wave_02_door.spn_p,dyn\exp\seasons\02\ep_09\objects\forcefield_boss_02.dyn
spn\exp\seasons\02\ep_09\objects\memory_01_bridge.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_01_bridge.dyn
spn\exp\seasons\02\ep_09\objects\memory_01_room.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_01_room.dyn
spn\exp\seasons\02\ep_09\objects\memory_02_bridge.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_02_bridge.dyn
spn\exp\seasons\02\ep_09\objects\memory_02_room.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_02_room.dyn
spn\exp\seasons\02\ep_09\objects\memory_03_bridge.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_03_bridge.dyn
spn\exp\seasons\02\ep_09\objects\memory_03_room.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_03_room.dyn
spn\exp\seasons\02\ep_09\objects\memory_04_bridge.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_04_bridge.dyn
spn\exp\seasons\02\ep_09\objects\memory_04_room.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_04_room.dyn
spn\exp\seasons\02\ep_09\objects\memory_05_bridge.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_05_bridge.dyn
spn\exp\seasons\02\ep_09\objects\memory_05_room.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_05_room.dyn
spn\exp\seasons\02\ep_09\objects\memory_globe.spn_p,dyn\exp\seasons\02\ep_09\objects\memory_globe.dyn
spn\exp\seasons\02\ep_09\objects\mindscape_ghost_bridge.spn_p,dyn\exp\seasons\02\ep_09\objects\mindscape_ghost_bridge.dyn
spn\exp\seasons\02\ep_09\objects\mindscape_inner_bridge.spn_p,dyn\exp\seasons\02\ep_09\objects\mindscape_inner_bridge.dyn
spn\exp\seasons\02\ep_09\objects\mindscape_inner_bridge_first_step.spn_p,art\static\area\zak_zakuul\arch\zak_arch_mindscape_debris_group_01.gr2
spn\exp\seasons\02\ep_09\objects\mindscape_reveal_cleanup.spn_p,dyn\exp\seasons\02\ep_09\objects\mindscape_reveal_cleanup.dyn
spn\exp\seasons\02\ep_09\world\gravestone_light.spn_p,dyn\exp\seasons\02\ep_09\world\gravestone_light.dyn
spn\exp\seasons\02\ep_09\world\ode_skybox_cine.spn_p,dyn\exp\seasons\02\ep_09\world\skybox.dyn
spn\exp\seasons\02\ep_09\world\ode_throne_exterior_cine.spn_p,dyn\exp\seasons\02\ep_09\world\ode_throne_exterior.dyn
spn\exp\seasons\02\ep_09\world\ode_throne_exterior_darkside.spn_p,dyn\exp\seasons\02\ep_09\world\ode_throne_exterior.dyn
spn\exp\seasons\02\ep_09\world\ode_throne_exterior_default.spn_p,dyn\exp\seasons\02\ep_09\world\ode_throne_exterior.dyn
spn\exp\seasons\02\ep_09\world\ode_throne_exterior_lightside.spn_p,dyn\exp\seasons\02\ep_09\world\ode_throne_exterior.dyn
spn\exp\seasons\02\ep_09\world\skybox_darkside.spn_p,dyn\exp\seasons\02\ep_09\world\skybox.dyn
spn\exp\seasons\02\ep_09\world\skybox_default.spn_p,dyn\exp\seasons\02\ep_09\world\skybox.dyn
spn\exp\seasons\02\ep_09\world\skybox_lightside.spn_p,dyn\exp\seasons\02\ep_09\world\skybox.dyn
spn\exp\seasons\02\ep_09\world\throne_shield.spn_p,dyn\exp\seasons\02\ep_09\world\throne_shield.dyn
spn\exp\seasons\02_bonuses\ep_02_relics\blade_rack.spn_p,dyn\exp\seasons\02_bonuses\ep_02_relics\relic_sword_stand.dyn
spn\exp\seasons\02_bonuses\ep_02_relics\burned_corpse.spn_p,art\static\area\all_all\item\corpse\corpse_burned_bfa_collision.gr2
spn\exp\seasons\02_bonuses\ep_02_relics\podium_receptacle.spn_p,dyn\exp\seasons\02_bonuses\ep_02_relics\relic_box_stand.dyn
spn\exp\seasons\02_bonuses\ep_02_relics\portcullis_door.spn_p,dyn\generic\door\cage_portcullis_door.dyn
spn\exp\seasons\02_bonuses\ep_02_relics\relic_blade.spn_p,dyn\exp\seasons\02_bonuses\ep_02_relics\relic_sword.dyn
spn\exp\seasons\02_bonuses\ep_02_relics\relic_resonator.spn_p,dyn\exp\seasons\02_bonuses\ep_02_relics\relic_resonator.dyn
spn\exp\seasons\02_bonuses\ep_02_relics\scanner.spn_p,dyn\world_design\temporary_abilities\scanner\scanner.dyn
spn\exp\seasons\02_bonuses\ep_02_relics\stone_relic.spn_p,dyn\exp\seasons\02_bonuses\ep_02_relics\relic_box.dyn
spn\exp\seasons\02_bonuses\ep_07_jaraks_journals\holojournal_1.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02_bonuses\ep_07_jaraks_journals\holojournal_2.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02_bonuses\ep_07_jaraks_journals\holojournal_3.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02_bonuses\ep_07_jaraks_journals\holojournal_4.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02_bonuses\ep_07_jaraks_journals\holojournal_5.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02_bonuses\ep_07_jaraks_journals\holojournal_6.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02_bonuses\ep_07_jaraks_journals\holojournal_7.spn_p,dyn\exp\seasons\02\ep_07\holojournal.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\drill.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\drill.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\elevator\elev_uprising_firefrost.spn_p,art\static\area\all_all\arch\all_arch_techcave_lift.gr2
spn\exp\seasons\02_uprisings\hoth\firefrost\encounter_1_door.spn_p,dyn\generic\door\techcave_largedoor_basic.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_control_green.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_control.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_control_red.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_control.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_control_wall.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_control_wall.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_droid.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_droid.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_indicator.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_indicator.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_sideroom.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_sideroom.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_smelting.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forcefield_smelting.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\forgemaster_status.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\forgemaster_status.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\generator_east.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\generator.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\generator_west.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\generator.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\icewall_status.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\icewall_status.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\ice_wall.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\ice_wall.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\rotating_red_light.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\rotating_red_light.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\skylight.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\skylight.dyn
spn\exp\seasons\02_uprisings\hoth\firefrost\skylight_beacon.spn_p,dyn\exp\seasons\02_uprisings\hoth\firefrost\skylight_beacon.dyn
